356.453,106.245,365.0905,145.1467,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-14.989011,0.131868,34.945055,5,5
312.3333,286.2601,339.1147,319.633,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-14.901099,0.307692,40.043956,5,5
312.162,253.6303,337.0508,294.0085,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-10.065934,-0.043956,14.813187,5,5
313.8462,218.0769,335.0241,258.5138,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.89011,0.043956,19.912088,5,5
312.9757,182.7541,330.2806,222.9254,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.978022,0.043956,25.010989,5,5
312.9235,144.9005,325.6497,185.6176,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.89011,0.043956,30.021978,5,5
310.1576,103.8911,317.0352,144.8753,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.978022,0.21978,34.945055,5,5
274.9094,287.6272,301.9219,321.5464,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.802198,0.21978,40.131868,5,5
273.9656,255.1993,298.4502,294.71,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.967033,0.043956,14.813187,5,5
273.0059,220.5117,294.2126,260.5923,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.879121,0.043956,19.824176,5,5
271.1367,184.5925,288.6415,225.3302,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.967033,0.043956,24.923077,5,5
268.2556,147.8089,281.5289,189.3556,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-5.054945,-0.043956,29.934066,5,5
264.4844,105,272.2984,147.859,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-5.054945,-0.043956,34.681319,5,5
239.3309,291.2182,268.2732,329.732,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.879121,0.21978,40.043956,5,5
235.3941,258.3383,261.3965,297.8707,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-0.043956,0.043956,14.813187,5,5
233.1608,224.6049,255.7203,264.5172,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,0.131868,0.043956,19.824176,5,5
227.9626,187.4397,246.685,228.326,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-0.043956,0.043956,24.923077,5,5
223.3115,148.733,237.4134,191.0177,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,0.043956,0.131868,30.10989,5,5
218.4752,109.4421,228.7098,153.0902,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,0.043956,0.043956,35.032967,5,5
203.5481,295.6192,232.9604,331.9802,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,0.043956,0.307692,40.131868,5,5
197.9405,262.8492,225.4717,301.6651,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,4.879121,0.043956,14.725275,5,5
192.5589,228.7453,216.6198,268.5372,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,4.967033,0.043956,19.912088,5,5
186.3103,192.7523,207.5573,233.6798,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,4.967033,0.043956,25.010989,5,5
180.4564,156.4099,198.4568,198.5432,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,4.967033,0.043956,30.10989,5,5
171.9506,114.6471,185.2691,159.583,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,4.967033,0.131868,34.857143,5,5
167.794,300.9497,198.7846,332.9179,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,5.054945,0.131868,40.131868,5,5
160.2743,270.0398,190.0448,307.8657,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,9.89011,-0.043956,14.813187,5,5
152.8341,235.3094,180.3333,274.3472,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,9.978022,0.043956,19.824176,5,5
144.8353,200.3451,169.5814,241.2558,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,9.89011,0.043956,25.010989,5,5
135.9835,163.3168,157.7704,205.7551,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,9.978022,-0.043956,29.934066,5,5
125.4855,122.7023,144.2428,168.4682,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,9.978022,0.043956,34.945055,5,5
133.1399,308.829,167.7625,344.7875,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,10.153846,0.21978,40.043956,5,5
124.3088,278.2157,156.9518,315.0361,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,14.901099,-0.043956,14.813187,5,5
114.0923,243.6564,145.2545,281.9939,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,14.989011,0.043956,19.824176,5,5
104.1898,209.7731,133.3879,249.5091,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,14.989011,0.043956,25.010989,5,5
93.73444,172.0581,120.543,214.5232,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,14.901099,-0.043956,29.934066,5,5
81.99234,131.6628,106.6493,177.3582,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,14.989011,0.043956,35.032967,5,5
343.5278,235.4055,340.0197,275.9704,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-14.901099,0.131868,34.945055,5,3
300.3019,373.6164,319.4437,403.1761,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-14.901099,0.21978,40.043956,5,3
301.1939,348.5636,317.931,388.8,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.978022,0.043956,14.813187,5,3
302.0698,322.093,314.7379,362.1104,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.978022,0.043956,19.824176,5,3
302.0171,294.7557,310.0987,334.5461,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.978022,0.043956,25.010989,5,3
301.4689,265.8418,304.2671,305.7888,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.978022,-0.043956,29.934066,5,3
300.1881,235.6436,296.0677,275.4635,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.978022,0.131868,35.032967,5,3
266.6538,375.782,287.1371,414.3387,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-9.89011,0.131868,40.043956,5,3
266.8,351.0485,283.9708,389.4453,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.791209,-0.043956,14.901099,5,3
265.4941,324.5412,278.8044,363.0652,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.967033,0.131868,19.824176,5,3
263.5322,297.883,272.7305,336.6808,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.967033,0.043956,25.010989,5,3
260.9249,269.3988,264.6187,308.3312,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.967033,0.043956,29.934066,5,3
257.4796,237.9847,254.5682,277.4829,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.967033,-0.043956,34.857143,5,3
235.781,380.1168,255.6452,400.3307,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-4.879121,0.21978,40.043956,5,3
233.3032,355.0645,251.7109,392.3125,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,0.043956,0.043956,14.813187,5,3
228.7284,328.9506,243.3768,365.8116,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-0.043956,0.043956,19.912088,5,3
224.4557,301.7722,234.8163,339.0068,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,0.043956,0.043956,25.010989,5,3
220.5409,273.6352,226.474,311.7597,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,0.131868,0.043956,30.021978,5,3
213.7514,242.5367,213.5115,281.569,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,-0.043956,0.043956,35.032967,5,3
204.6667,385.0238,227.5577,420.5288,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,0.131868,0.043956,40.131868,5,3
200.0417,360.3403,219.7373,396.0085,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,4.967033,-0.043956,14.813187,5,3
193.625,334.4779,210.7023,370.229,-20.000195,0.000256,0.000171,-10.000172,-0.00181,-0.000899,4.967033,0.043956,19.824176,5,3
